"codex","place","gender","hill_size_x","team","season","hill_size_y","k.point","meter.value","gate.factor","wind.factor","type","date","id","training","country"
3862,"Vikersund","Men",117,0,2013,117,105,1.8,NA,NA,1,"2013-03-09","2013JP3862RTRIA",1,"NOR"
3862,"Vikersund","Men",117,0,2013,117,105,1.8,NA,NA,1,"2013-03-09","2013JP3862RL",0,"NOR"
3861,"Vikersund","Men",117,0,2013,117,105,1.8,NA,NA,1,"2013-03-08","2013JP3861RLT",1,"NOR"
3861,"Vikersund","Men",117,0,2013,117,105,1.8,NA,NA,1,"2013-03-08","2013JP3861RL",0,"NOR"
3854,"Oernskoeldsvik","Women",100,0,2013,100,90,2,NA,NA,1,"2013-03-09","2013JP3854RL",0,"SWE"
3849,"Almaty","Men",140,0,2013,140,125,1.8,NA,NA,1,"2012-12-09","2013JP3849RTRIA",1,"KAZ"
3849,"Almaty","Men",140,0,2013,140,125,1.8,NA,NA,1,"2012-12-09","2013JP3849RL",0,"KAZ"
3848,"Almaty","Men",140,0,2013,140,125,1.8,NA,NA,1,"2012-12-08","2013JP3848RTRIA",1,"KAZ"
3848,"Almaty","Men",140,0,2013,140,125,1.8,NA,NA,1,"2012-12-08","2013JP3848RLT",1,"KAZ"
3848,"Almaty","Men",140,0,2013,140,125,1.8,NA,NA,1,"2012-12-08","2013JP3848RL",0,"KAZ"
3834,"Sapporo","Men",134,0,2013,134,120,1.8,NA,NA,1,"2013-01-13","2013JP3834RTRIA",1,"JPN"
3834,"Sapporo","Men",134,0,2013,134,120,1.8,NA,NA,1,"2013-01-13","2013JP3834RL",0,"JPN"
3833,"Sapporo","Men",134,0,2013,134,120,1.8,NA,NA,1,"2013-01-12","2013JP3833RTRIA",1,"JPN"
3833,"Sapporo","Men",134,0,2013,134,120,1.8,NA,NA,1,"2013-01-12","2013JP3833RLT",1,"JPN"
3833,"Sapporo","Men",134,0,2013,134,120,1.8,NA,NA,1,"2013-01-12","2013JP3833RL",0,"JPN"
3832,"Sapporo","Men",100,0,2013,100,90,2,NA,NA,1,"2013-01-11","2013JP3832RTRIA",1,"JPN"
3832,"Sapporo","Men",100,0,2013,100,90,2,NA,NA,1,"2013-01-11","2013JP3832RLT",1,"JPN"
3832,"Sapporo","Men",100,0,2013,100,90,2,NA,NA,1,"2013-01-11","2013JP3832RL",0,"JPN"
3829,"Brotterode","Men",117,0,2013,117,105,1.8,NA,NA,1,"2013-02-17","2013JP3829RTRIA",1,"GER"
3829,"Brotterode","Men",117,0,2013,117,105,1.8,NA,NA,1,"2013-02-17","2013JP3829RL",0,"GER"
3828,"Brotterode","Men",117,0,2013,117,105,1.8,NA,NA,1,"2013-02-16","2013JP3828RTRIA",1,"GER"
3828,"Brotterode","Men",117,0,2013,117,105,1.8,NA,NA,1,"2013-02-16","2013JP3828RLT",1,"GER"
3828,"Brotterode","Men",117,0,2013,117,105,1.8,NA,NA,1,"2013-02-16","2013JP3828RL",0,"GER"
3817,"Neustadt","Men",142,0,2013,142,125,1.8,NA,NA,1,"2013-01-27","2013JP3817RTRIA",1,"GER"
3817,"Neustadt","Men",142,0,2013,142,125,1.8,NA,NA,1,"2013-01-27","2013JP3817RL",0,"GER"
3816,"Neustadt","Men",142,0,2013,142,125,1.8,NA,NA,1,"2013-01-26","2013JP3816RTRIA",1,"GER"
3816,"Neustadt","Men",142,0,2013,142,125,1.8,NA,NA,1,"2013-01-26","2013JP3816RLT",1,"GER"
3816,"Neustadt","Men",142,0,2013,142,125,1.8,NA,NA,1,"2013-01-26","2013JP3816RL",0,"GER"
3785,"Liberec","Men",100,0,2013,100,90,2,NA,NA,1,"2013-03-03","2013JP3785RL",0,"CZE"
3784,"Liberec","Men",100,0,2013,100,90,2,NA,NA,1,"2013-03-02","2013JP3784RTRIA",1,"CZE"
3784,"Liberec","Men",100,0,2013,100,90,2,NA,NA,1,"2013-03-02","2013JP3784RLT",1,"CZE"
3784,"Liberec","Men",100,0,2013,100,90,2,NA,NA,1,"2013-03-02","2013JP3784RL",0,"CZE"
3774,"Bischofshofen","Men",140,0,2013,140,125,1.8,NA,NA,1,"2013-01-20","2013JP3774RTRIA",1,"AUT"
3774,"Bischofshofen","Men",140,0,2013,140,125,1.8,NA,NA,1,"2013-01-20","2013JP3774RL",0,"AUT"
3773,"Bischofshofen","Men",140,0,2013,140,125,1.8,NA,NA,1,"2013-01-19","2013JP3773RTRIA",1,"AUT"
3773,"Bischofshofen","Men",140,0,2013,140,125,1.8,NA,NA,1,"2013-01-19","2013JP3773RLT",1,"AUT"
3773,"Bischofshofen","Men",140,0,2013,140,125,1.8,NA,NA,1,"2013-01-19","2013JP3773RL",0,"AUT"
3754,"Klingenthal","Men",140,0,2013,140,125,1.8,NA,NA,1,"2012-09-23","2013JP3754RTRIA",1,"GER"
3754,"Klingenthal","Men",140,0,2013,140,125,1.8,NA,NA,1,"2012-09-23","2013JP3754RL",0,"GER"
3753,"Klingenthal","Men",140,0,2013,140,125,1.8,NA,NA,1,"2012-09-22","2013JP3753RLT",1,"GER"
3753,"Klingenthal","Men",140,0,2013,140,125,1.8,NA,NA,1,"2012-09-22","2013JP3753RL",0,"GER"
3746,"Chaikovsky","Men",140,0,2013,140,125,1.8,NA,NA,1,"2012-09-16","2013JP3746RTRIA",1,"RUS"
3746,"Chaikovsky","Men",140,0,2013,140,125,1.8,NA,NA,1,"2012-09-16","2013JP3746RL",0,"RUS"
3745,"Chaikovsky","Men",140,0,2013,140,125,1.8,NA,NA,1,"2012-09-15","2013JP3745RTRIA",1,"RUS"
3745,"Chaikovsky","Men",140,0,2013,140,125,1.8,NA,NA,1,"2012-09-15","2013JP3745RLT",1,"RUS"
3745,"Chaikovsky","Men",140,0,2013,140,125,1.8,NA,NA,1,"2012-09-15","2013JP3745RL",0,"RUS"
3744,"Lillehammer","Men",138,0,2013,138,123,1.8,NA,NA,1,"2012-09-09","2013JP3744RTRIA",1,"NOR"
3744,"Lillehammer","Men",138,0,2013,138,123,1.8,NA,NA,1,"2012-09-09","2013JP3744RL",0,"NOR"
3743,"Lillehammer","Women",100,0,2013,100,90,2,NA,NA,1,"2012-09-09","2013JP3743RTRIA",1,"NOR"
3743,"Lillehammer","Women",100,0,2013,100,90,2,NA,NA,1,"2012-09-09","2013JP3743RL",0,"NOR"
3742,"Lillehammer","Men",138,0,2013,138,123,1.8,NA,NA,1,"2012-09-08","2013JP3742RLT",1,"NOR"
3742,"Lillehammer","Men",138,0,2013,138,123,1.8,NA,NA,1,"2012-09-08","2013JP3742RL",0,"NOR"
3741,"Lillehammer","Women",100,0,2013,100,90,2,NA,NA,1,"2012-09-08","2013JP3741RLT",1,"NOR"
3741,"Lillehammer","Women",100,0,2013,100,90,2,NA,NA,1,"2012-09-08","2013JP3741RL",0,"NOR"
3721,"Kuopio","Men",127,0,2013,127,120,1.8,NA,NA,1,"2012-08-11","2013JP3721RTRIA",1,"FIN"
3721,"Kuopio","Men",127,0,2013,127,120,1.8,NA,NA,1,"2012-08-11","2013JP3721RL",0,"FIN"
3720,"Kuopio","Men",127,0,2013,127,120,1.8,NA,NA,1,"2012-08-10","2013JP3720RTRIA",1,"FIN"
3720,"Kuopio","Men",127,0,2013,127,120,1.8,NA,NA,1,"2012-08-10","2013JP3720RLT",1,"FIN"
3720,"Kuopio","Men",127,0,2013,127,120,1.8,NA,NA,1,"2012-08-10","2013JP3720RL",0,"FIN"
3710,"Sochi","Men",140,0,2013,140,125,1.8,7.56,9.36,1,"2012-07-15","2013JP3710RTRIA",1,"RUS"
3710,"Sochi","Men",140,0,2013,140,125,1.8,7.56,9.36,1,"2012-07-15","2013JP3710RL",0,"RUS"
3709,"Sochi","Men",140,0,2013,140,125,1.8,7.56,9.36,1,"2012-07-14","2013JP3709RTRIA",1,"RUS"
3709,"Sochi","Men",140,0,2013,140,125,1.8,7.56,9.36,1,"2012-07-14","2013JP3709RLT",1,"RUS"
3709,"Sochi","Men",140,0,2013,140,125,1.8,7.56,9.36,1,"2012-07-14","2013JP3709RL",0,"RUS"
3704,"Kranj","Men",109,0,2013,109,100,1.8,NA,NA,1,"2012-07-08","2013JP3704RTRIA",1,"SLO"
3704,"Kranj","Men",109,0,2013,109,100,1.8,NA,NA,1,"2012-07-08","2013JP3704RL",0,"SLO"
3703,"Kranj","Men",109,0,2013,109,100,1.8,NA,NA,1,"2012-07-07","2013JP3703RLT",1,"SLO"
3703,"Kranj","Men",109,0,2013,109,100,1.8,NA,NA,1,"2012-07-07","2013JP3703RL",0,"SLO"
3702,"Stams","Men",115,0,2013,115,105,1.8,NA,NA,1,"2012-07-01","2013JP3702RTRIA",1,"AUT"
3702,"Stams","Men",115,0,2013,115,105,1.8,NA,NA,1,"2012-07-01","2013JP3702RL",0,"AUT"
3701,"Stams","Men",115,0,2013,115,105,1.8,NA,NA,1,"2012-06-30","2013JP3701RTRIA",1,"AUT"
3701,"Stams","Men",115,0,2013,115,105,1.8,NA,NA,1,"2012-06-30","2013JP3701RLT",1,"AUT"
3701,"Stams","Men",115,0,2013,115,105,1.8,NA,NA,1,"2012-06-30","2013JP3701RL",0,"AUT"
3218,"Almaty","Men",140,0,2012,140,125,1.8,NA,NA,1,"2011-12-14","2012JP3218RTRIA",1,"KAZ"
3218,"Almaty","Men",140,0,2012,140,125,1.8,NA,NA,1,"2011-12-14","2012JP3218RL",0,"KAZ"
3217,"Almaty","Men",140,0,2012,140,125,1.8,NA,NA,1,"2011-12-13","2012JP3217RLT",1,"KAZ"
3217,"Almaty","Men",140,0,2012,140,125,1.8,NA,NA,1,"2011-12-13","2012JP3217RL",0,"KAZ"
3212,"Oslo","Men",106,0,2012,106,95,2,NA,NA,1,"2012-02-17","2012JP3212RLT",1,"NOR"
3212,"Oslo","Men",106,0,2012,106,95,2,NA,NA,1,"2012-02-17","2012JP3212RL",0,"NOR"
3211,"Iron Mountain, MI","Men",133,0,2012,133,120,1.8,NA,NA,1,"2012-02-12","2012JP3211RLT",1,"USA"
3211,"Iron Mountain, MI","Men",133,0,2012,133,120,1.8,NA,NA,1,"2012-02-12","2012JP3211RL",0,"USA"
3206,"Erzurum","Men",140,0,2012,125,125,1.8,NA,NA,1,"2011-12-18","2012JP3206RLT",1,"TUR"
3206,"Erzurum","Men",140,0,2012,125,125,1.8,NA,NA,1,"2011-12-18","2012JP3206RL",0,"TUR"
3205,"Erzurum","Men",109,0,2012,95,95,2,NA,NA,1,"2011-12-18","2012JP3205RLT",1,"TUR"
3205,"Erzurum","Men",109,0,2012,95,95,2,NA,NA,1,"2011-12-18","2012JP3205RL",0,"TUR"
3204,"Engelberg","Men",137,0,2012,137,125,1.8,NA,NA,1,"2011-12-28","2012JP3204RTRIA",1,"SUI"
3204,"Engelberg","Men",137,0,2012,137,125,1.8,NA,NA,1,"2011-12-28","2012JP3204RL",0,"SUI"
3203,"Engelberg","Men",137,0,2012,137,125,1.8,NA,NA,1,"2011-12-27","2012JP3203RLT",1,"SUI"
3203,"Engelberg","Men",137,0,2012,137,125,1.8,NA,NA,1,"2011-12-27","2012JP3203RL",0,"SUI"
3180,"Wisla","Men",134,0,2012,134,120,1.8,NA,NA,1,"2012-02-26","2012JP3180RTRIA",1,"POL"
3180,"Wisla","Men",134,0,2012,134,120,1.8,NA,NA,1,"2012-02-26","2012JP3180RL",0,"POL"
3179,"Wisla","Men",134,0,2012,134,120,1.8,NA,NA,1,"2012-02-25","2012JP3179RLT",1,"POL"
3179,"Wisla","Men",134,0,2012,134,120,1.8,NA,NA,1,"2012-02-25","2012JP3179RL",0,"POL"
3177,"Zakopane","Women",94,0,2012,94,85,2,NA,NA,1,"2012-01-21","2012JP3177RTRIA",1,"POL"
3177,"Zakopane","Women",94,0,2012,94,85,2,NA,NA,1,"2012-01-21","2012JP3177RL",0,"POL"
3175,"Zakopane","Women",94,0,2012,94,85,2,NA,NA,1,"2012-01-20","2012JP3175RTRIA",1,"POL"
3175,"Zakopane","Women",94,0,2012,94,85,2,NA,NA,1,"2012-01-20","2012JP3175RLT",1,"POL"
3175,"Zakopane","Women",94,0,2012,94,85,2,NA,NA,1,"2012-01-20","2012JP3175RL",0,"POL"
3174,"Zakopane","Men",134,0,2012,134,120,1.8,7.24,8.82,1,"2012-01-21","2012JP3174RLQ",0,"POL"
3174,"Zakopane","Men",134,0,2012,134,120,1.8,7.24,8.82,1,"2012-01-21","2012JP3174RL",0,"POL"
3173,"Zakopane","Men",134,0,2012,134,120,1.8,7.24,8.82,1,"2012-01-20","2012JP3173RL",0,"POL"
3172,"Zakopane","Men",134,0,2012,134,120,1.8,7.24,8.82,1,"2012-01-19","2012JP3172RLT",1,"POL"
3172,"Zakopane","Men",134,0,2012,134,120,1.8,7.24,8.82,1,"2012-01-19","2012JP3172RLQ",0,"POL"
3162,"Oslo","Men",106,0,2012,106,95,2,NA,NA,1,"2012-02-19","2012JP3162RTRIA",1,"NOR"
3162,"Oslo","Men",106,0,2012,106,95,2,NA,NA,1,"2012-02-19","2012JP3162RL",0,"NOR"
3161,"Oslo","Men",106,0,2012,106,95,2,NA,NA,1,"2012-02-18","2012JP3161RTRIA",1,"NOR"
3161,"Oslo","Men",106,0,2012,106,95,2,NA,NA,1,"2012-02-18","2012JP3161RL",0,"NOR"
3160,"Notodden","Men",100,0,2012,98,90,2,NA,NA,1,"2011-12-10","2012JP3160RTRIA",1,"NOR"
3160,"Notodden","Men",100,0,2012,98,90,2,NA,NA,1,"2011-12-10","2012JP3160RL",0,"NOR"
3159,"Notodden","Women",100,0,2012,98,90,2,NA,NA,1,"2011-12-10","2012JP3159RTRIA",1,"NOR"
3159,"Notodden","Women",100,0,2012,98,90,2,NA,NA,1,"2011-12-10","2012JP3159RL",0,"NOR"
3158,"Notodden","Men",100,0,2012,98,90,2,NA,NA,1,"2011-12-09","2012JP3158RTRIA",1,"NOR"
3158,"Notodden","Men",100,0,2012,98,90,2,NA,NA,1,"2011-12-09","2012JP3158RLT",1,"NOR"
3158,"Notodden","Men",100,0,2012,98,90,2,NA,NA,1,"2011-12-09","2012JP3158RL",0,"NOR"
3157,"Notodden","Women",100,0,2012,98,90,2,NA,NA,1,"2011-12-09","2012JP3157RTRIA",1,"NOR"
3157,"Notodden","Women",100,0,2012,98,90,2,NA,NA,1,"2011-12-09","2012JP3157RLT",1,"NOR"
3157,"Notodden","Women",100,0,2012,98,90,2,NA,NA,1,"2011-12-09","2012JP3157RL",0,"NOR"
3143,"Sapporo","Men",134,0,2012,134,120,1.8,NA,NA,1,"2012-01-22","2012JP3143RTRIA",1,"JPN"
3143,"Sapporo","Men",134,0,2012,134,120,1.8,NA,NA,1,"2012-01-22","2012JP3143RL",0,"JPN"
3142,"Sapporo","Men",134,0,2012,134,120,1.8,NA,NA,1,"2012-01-21","2012JP3142RTRIA",1,"JPN"
3142,"Sapporo","Men",134,0,2012,134,120,1.8,NA,NA,1,"2012-01-21","2012JP3142RLT",1,"JPN"
3142,"Sapporo","Men",134,0,2012,134,120,1.8,NA,NA,1,"2012-01-21","2012JP3142RL",0,"JPN"
3141,"Sapporo","Men",100,0,2012,100,90,2,NA,NA,1,"2012-01-20","2012JP3141RTRIA",1,"JPN"
3141,"Sapporo","Men",100,0,2012,100,90,2,NA,NA,1,"2012-01-20","2012JP3141RLT",1,"JPN"
3141,"Sapporo","Men",100,0,2012,100,90,2,NA,NA,1,"2012-01-20","2012JP3141RL",0,"JPN"
3140,"Predazzo","Men",134,0,2012,134,120,1.8,NA,NA,1,"2012-03-04","2012JP3140RL",0,"ITA"
3139,"Predazzo","Men",134,0,2012,134,120,1.8,NA,NA,1,"2012-03-03","2012JP3139RLT",1,"ITA"
3139,"Predazzo","Men",134,0,2012,134,120,1.8,NA,NA,1,"2012-03-03","2012JP3139RL",0,"ITA"
3121,"Brotterode","Men",117,0,2012,110,105,1.8,NA,NA,1,"2012-02-05","2012JP3121RTRIA",1,"GER"
3121,"Brotterode","Men",117,0,2012,110,105,1.8,NA,NA,1,"2012-02-05","2012JP3121RL",0,"GER"
3120,"Brotterode","Men",117,0,2012,110,105,1.8,NA,NA,1,"2012-02-04","2012JP3120RTRIA",1,"GER"
3120,"Brotterode","Men",117,0,2012,110,105,1.8,NA,NA,1,"2012-02-04","2012JP3120RLT",1,"GER"
3120,"Brotterode","Men",117,0,2012,110,105,1.8,NA,NA,1,"2012-02-04","2012JP3120RL",0,"GER"
3117,"Neustadt","Men",142,0,2012,142,125,1.8,NA,NA,1,"2012-01-15","2012JP3117RTRIA",1,"GER"
3117,"Neustadt","Men",142,0,2012,142,125,1.8,NA,NA,1,"2012-01-15","2012JP3117RL",0,"GER"
3116,"Neustadt","Men",142,0,2012,142,125,1.8,NA,NA,1,"2012-01-14","2012JP3116RTRIA",1,"GER"
3116,"Neustadt","Men",142,0,2012,142,125,1.8,NA,NA,1,"2012-01-14","2012JP3116RLT",1,"GER"
3116,"Neustadt","Men",142,0,2012,142,125,1.8,NA,NA,1,"2012-01-14","2012JP3116RL",0,"GER"
3107,"Kuopio","Men",127,0,2012,127,120,1.8,NA,NA,1,"2012-03-11","2012JP3107RTRIA",1,"FIN"
3107,"Kuopio","Men",127,0,2012,127,120,1.8,NA,NA,1,"2012-03-11","2012JP3107RL",0,"FIN"
3106,"Kuopio","Men",127,0,2012,127,120,1.8,NA,NA,1,"2012-03-10","2012JP3106RTRIA",1,"FIN"
3106,"Kuopio","Men",127,0,2012,127,120,1.8,NA,NA,1,"2012-03-10","2012JP3106RLT",1,"FIN"
3106,"Kuopio","Men",127,0,2012,127,120,1.8,NA,NA,1,"2012-03-10","2012JP3106RL",0,"FIN"
3099,"Rovaniemi","Men",100,0,2012,100,90,2,NA,NA,1,"2011-11-29","2012JP3099RL",0,"FIN"
3098,"Rovaniemi","Women",100,0,2012,100,90,2,NA,NA,1,"2011-11-29","2012JP3098RL",0,"FIN"
3097,"Rovaniemi","Men",100,0,2012,100,90,2,NA,NA,1,"2011-11-28","2012JP3097RLT",1,"FIN"
3097,"Rovaniemi","Men",100,0,2012,100,90,2,NA,NA,1,"2011-11-28","2012JP3097RL",0,"FIN"
3096,"Rovaniemi","Women",100,0,2012,100,90,2,NA,NA,1,"2011-11-29","2012JP3096RTRIA",1,"FIN"
3096,"Rovaniemi","Women",100,0,2012,100,90,2,NA,NA,1,"2011-11-29","2012JP3096RLT",1,"FIN"
3096,"Rovaniemi","Women",100,0,2012,100,90,2,NA,NA,1,"2011-11-29","2012JP3096RL",0,"FIN"
3094,"Liberec","Men",100,0,2012,100,90,2,NA,NA,1,"2012-02-18","2012JP3094RTRIA",1,"CZE"
3094,"Liberec","Men",100,0,2012,100,90,2,NA,NA,1,"2012-02-18","2012JP3094RLT",1,"CZE"
3094,"Liberec","Men",100,0,2012,100,90,2,NA,NA,1,"2012-02-18","2012JP3094RL",0,"CZE"
3092,"Liberec","Women",100,0,2012,100,90,2,NA,NA,1,"2012-02-18","2012JP3092RTRIA",1,"CZE"
3092,"Liberec","Women",100,0,2012,100,90,2,NA,NA,1,"2012-02-18","2012JP3092RLT",1,"CZE"
3092,"Liberec","Women",100,0,2012,100,90,2,NA,NA,1,"2012-02-18","2012JP3092RL",0,"CZE"
3079,"Bischofshofen","Men",140,0,2012,140,125,1.8,NA,NA,1,"2012-01-29","2012JP3079RTRIA",1,"AUT"
3079,"Bischofshofen","Men",140,0,2012,140,125,1.8,NA,NA,1,"2012-01-29","2012JP3079RL",0,"AUT"
3078,"Bischofshofen","Men",140,0,2012,140,125,1.8,NA,NA,1,"2012-01-28","2012JP3078RTRIA",1,"AUT"
3078,"Bischofshofen","Men",140,0,2012,140,125,1.8,NA,NA,1,"2012-01-28","2012JP3078RLT",1,"AUT"
3078,"Bischofshofen","Men",140,0,2012,140,125,1.8,NA,NA,1,"2012-01-28","2012JP3078RL",0,"AUT"
3055,"Klingenthal","Men",NA,0,2012,140,NA,NA,NA,NA,1,"2011-09-25","2012JP3055RTRIA",1,"GER"
3055,"Klingenthal","Men",NA,0,2012,140,NA,NA,NA,NA,1,"2011-09-25","2012JP3055RL",0,"GER"
3054,"Klingenthal","Men",NA,0,2012,140,NA,NA,NA,NA,1,"2011-09-24","2012JP3054RTRIA",1,"GER"
3054,"Klingenthal","Men",NA,0,2012,140,NA,NA,NA,NA,1,"2011-09-24","2012JP3054RLT",1,"GER"
3054,"Klingenthal","Men",NA,0,2012,140,NA,NA,NA,NA,1,"2011-09-24","2012JP3054RL",0,"GER"
3051,"Trondheim","Women",NA,0,2012,105,NA,NA,NA,NA,1,"2011-09-11","2012JP3051RTRIA",1,"NOR"
3051,"Trondheim","Women",NA,0,2012,105,NA,NA,NA,NA,1,"2011-09-11","2012JP3051RL",0,"NOR"
3050,"Trondheim","Women",NA,0,2012,105,NA,NA,NA,NA,1,"2011-09-10","2012JP3050RTRIA",1,"NOR"
3050,"Trondheim","Women",NA,0,2012,105,NA,NA,NA,NA,1,"2011-09-10","2012JP3050RLT",1,"NOR"
3050,"Trondheim","Women",NA,0,2012,105,NA,NA,NA,NA,1,"2011-09-10","2012JP3050RL",0,"NOR"
3049,"Trondheim","Men",NA,0,2012,138,NA,NA,NA,NA,1,"2011-09-11","2012JP3049RTRIA",1,"NOR"
3049,"Trondheim","Men",NA,0,2012,138,NA,NA,NA,NA,1,"2011-09-11","2012JP3049RL",0,"NOR"
3048,"Trondheim","Men",NA,0,2012,138,NA,NA,NA,NA,1,"2011-09-10","2012JP3048RTRIA",1,"NOR"
3048,"Trondheim","Men",NA,0,2012,138,NA,NA,NA,NA,1,"2011-09-10","2012JP3048RLT",1,"NOR"
3048,"Trondheim","Men",NA,0,2012,138,NA,NA,NA,NA,1,"2011-09-10","2012JP3048RL",0,"NOR"
3040,"Oberwiesenthal","Women",NA,0,2012,106,NA,NA,NA,NA,1,"2011-08-20","2012JP3040RTRIA",1,"GER"
3040,"Oberwiesenthal","Women",NA,0,2012,106,NA,NA,NA,NA,1,"2011-08-20","2012JP3040RL",0,"GER"
3039,"Oberwiesenthal","Women",NA,0,2012,106,NA,NA,NA,NA,1,"2011-08-19","2012JP3039RTRIA",1,"GER"
3039,"Oberwiesenthal","Women",NA,0,2012,106,NA,NA,NA,NA,1,"2011-08-19","2012JP3039RLT",1,"GER"
3039,"Oberwiesenthal","Women",NA,0,2012,106,NA,NA,NA,NA,1,"2011-08-19","2012JP3039RL",0,"GER"
3033,"Bischofsgruen","Women",NA,0,2012,74,NA,NA,NA,NA,1,"2011-08-14","2012JP3033RTRIA",1,"GER"
3033,"Bischofsgruen","Women",NA,0,2012,74,NA,NA,NA,NA,1,"2011-08-14","2012JP3033RL",0,"GER"
3032,"Bischofsgruen","Women",NA,0,2012,74,NA,NA,NA,NA,1,"2011-08-13","2012JP3032RTRIA",1,"GER"
3032,"Bischofsgruen","Women",NA,0,2012,74,NA,NA,NA,NA,1,"2011-08-13","2012JP3032RLT",1,"GER"
3032,"Bischofsgruen","Women",NA,0,2012,74,NA,NA,NA,NA,1,"2011-08-13","2012JP3032RL",0,"GER"
3023,"Courchevel","Men",NA,0,2012,132,NA,NA,NA,NA,1,"2011-07-31","2012JP3023RTRIA",1,"FRA"
3023,"Courchevel","Men",NA,0,2012,132,NA,NA,NA,NA,1,"2011-07-31","2012JP3023RL",0,"FRA"
3022,"Courchevel","Men",NA,0,2012,132,NA,NA,NA,NA,1,"2011-07-30","2012JP3022RTRIA",1,"FRA"
3022,"Courchevel","Men",NA,0,2012,132,NA,NA,NA,NA,1,"2011-07-30","2012JP3022RLT",1,"FRA"
3022,"Courchevel","Men",NA,0,2012,132,NA,NA,NA,NA,1,"2011-07-30","2012JP3022RL",0,"FRA"
3004,"Stams","Men",NA,0,2012,115,NA,NA,NA,NA,1,"2011-07-10","2012JP3004RTRIA",1,"AUT"
3004,"Stams","Men",NA,0,2012,115,NA,NA,NA,NA,1,"2011-07-10","2012JP3004RL",0,"AUT"
3003,"Stams","Men",NA,0,2012,115,NA,NA,NA,NA,1,"2011-07-09","2012JP3003RLT",1,"AUT"
3003,"Stams","Men",NA,0,2012,115,NA,NA,NA,NA,1,"2011-07-09","2012JP3003RL",0,"AUT"
3002,"Kranj","Men",NA,0,2012,109,NA,NA,NA,NA,1,"2011-07-03","2012JP3002RTRIA",1,"SLO"
3002,"Kranj","Men",NA,0,2012,109,NA,NA,NA,NA,1,"2011-07-03","2012JP3002RL",0,"SLO"
3001,"Kranj","Men",NA,0,2012,109,NA,NA,NA,NA,1,"2011-07-02","2012JP3001RTRIA",1,"SLO"
3001,"Kranj","Men",NA,0,2012,109,NA,NA,NA,NA,1,"2011-07-02","2012JP3001RLT",1,"SLO"
3001,"Kranj","Men",NA,0,2012,109,NA,NA,NA,NA,1,"2011-07-02","2012JP3001RL",0,"SLO"
3206,"Engelberg","Men",NA,0,2011,137,NA,NA,NA,NA,1,"2010-12-28","2011JP3206RTRIA",1,"SUI"
3206,"Engelberg","Men",NA,0,2011,137,NA,NA,NA,NA,1,"2010-12-28","2011JP3206RL",0,"SUI"
3205,"Engelberg","Men",NA,0,2011,137,NA,NA,NA,NA,1,"2010-12-27","2011JP3205RLT",1,"SUI"
3205,"Engelberg","Men",NA,0,2011,137,NA,NA,NA,NA,1,"2010-12-27","2011JP3205RL",0,"SUI"
3204,"Notodden","Men",NA,0,2011,98,NA,NA,NA,NA,1,"2010-12-18","2011JP3204RTRIA",1,"NOR"
3204,"Notodden","Men",NA,0,2011,98,NA,NA,NA,NA,1,"2010-12-18","2011JP3204RL",0,"NOR"
3203,"Notodden","Women",NA,0,2011,98,NA,NA,NA,NA,1,"2010-12-18","2011JP3203RTRIA",1,"NOR"
3203,"Notodden","Women",NA,0,2011,98,NA,NA,NA,NA,1,"2010-12-18","2011JP3203RL",0,"NOR"
3202,"Notodden","Men",NA,0,2011,98,NA,NA,NA,NA,1,"2010-12-17","2011JP3202RTRIA",1,"NOR"
3202,"Notodden","Men",NA,0,2011,98,NA,NA,NA,NA,1,"2010-12-17","2011JP3202RLT",1,"NOR"
3202,"Notodden","Men",NA,0,2011,98,NA,NA,NA,NA,1,"2010-12-17","2011JP3202RL",0,"NOR"
3201,"Notodden","Women",NA,0,2011,98,NA,NA,NA,NA,1,"2010-12-17","2011JP3201RTRIA",1,"NOR"
3201,"Notodden","Women",NA,0,2011,98,NA,NA,NA,NA,1,"2010-12-17","2011JP3201RLT",1,"NOR"
3201,"Notodden","Women",NA,0,2011,98,NA,NA,NA,NA,1,"2010-12-17","2011JP3201RL",0,"NOR"
3200,"Vikersund","Men",NA,0,2011,117,NA,NA,NA,NA,1,"2010-12-10","2011JP3200RTRIA",1,"NOR"
3200,"Vikersund","Men",NA,0,2011,117,NA,NA,NA,NA,1,"2010-12-10","2011JP3200RLT",1,"NOR"
3200,"Vikersund","Men",NA,0,2011,117,NA,NA,NA,NA,1,"2010-12-10","2011JP3200RL",0,"NOR"
3199,"Vikersund","Women",NA,0,2011,117,NA,NA,NA,NA,1,"2010-12-12","2011JP3199RTRIA",1,"NOR"
3199,"Vikersund","Women",NA,0,2011,117,NA,NA,NA,NA,1,"2010-12-12","2011JP3199RL",0,"NOR"
3198,"Vikersund","Men",NA,0,2011,117,NA,NA,NA,NA,1,"2010-12-11","2011JP3198RTRIA",1,"NOR"
3198,"Vikersund","Men",NA,0,2011,117,NA,NA,NA,NA,1,"2010-12-11","2011JP3198RL",0,"NOR"
3197,"Vikersund","Women",NA,0,2011,117,NA,NA,NA,NA,1,"2010-12-11","2011JP3197RTRIA",1,"NOR"
3197,"Vikersund","Women",NA,0,2011,117,NA,NA,NA,NA,1,"2010-12-11","2011JP3197RLT",1,"NOR"
3197,"Vikersund","Women",NA,0,2011,117,NA,NA,NA,NA,1,"2010-12-11","2011JP3197RL",0,"NOR"
